procedure_key,requested_analyte_name,proced_name,proced_abbrev,proced_desc,proced_code,source_system_key,source_system_name
1,Aggregate Stability,"Aggregate Stability, 2- to 0.5-mm Aggregates Retained",AGGSTAB,"SSIR No. 42, version 4, page 163",3F1a1a,1,SSL LIMS Version 1.0
1,Aggregate Stability,"Aggregate Stability, 2- to 0.5-mm Aggregates Retained",AGGSTAB,"SSIR No. 42, version 4, page 163",3F1a1a,2,NSSL CMS
2,Atterberg Limits,"Atterberg Limits, NSMC Lab",ATTERBERG,"SSIR No. 42, version 4, page 167",3H,1,SSL LIMS Version 1.0
2,Atterberg Limits,"Atterberg Limits, NSMC Lab",ATTERBERG,"SSIR No. 42, version 4, page 167",3H,21,Virgina Tech
3,"Bulk Density, Clod","Bulk Density and Water Retention, Pressure-Plate, Clods",DBH2ORET,"SSIR No. 42, version 4, page 104",DbWR1,22,The Ohio State University
3,"Bulk Density, Clod","Bulk Density and Water Retention, Pressure-Plate, Clods",DBH2ORET,"SSIR No. 42, version 4, page 104",DbWR1,26,University of Minnesota
3,"Bulk Density, Clod","Bulk Density and Water Retention, Pressure-Plate, Clods",DBH2ORET,"SSIR No. 42, version 4, page 104",DbWR1,36,North Dakota State University
3,"Bulk Density, Clod","Bulk Density and Water Retention, Pressure-Plate, Clods",DBH2ORET,"SSIR No. 42, version 4, page 104",DbWR1,18,Michigan Technological University
3,"Bulk Density, Clod","Bulk Density and Water Retention, Pressure-Plate, Clods",DBH2ORET,"SSIR No. 42, version 4, page 104",DbWR1,37,University of Massachusetts 
3,"Bulk Density, Clod","Bulk Density and Water Retention, Pressure-Plate, Clods",DBH2ORET,"SSIR No. 42, version 4, page 104",DbWR1,1,SSL LIMS Version 1.0
3,"Bulk Density, Clod","Bulk Density and Water Retention, Pressure-Plate, Clods",DBH2ORET,"SSIR No. 42, version 4, page 104",DbWR1,33,The Pennsylvania State University
3,"Bulk Density, Clod","Bulk Density and Water Retention, Pressure-Plate, Clods",DBH2ORET,"SSIR No. 42, version 4, page 104",DbWR1,9,Texas A&M University
3,"Bulk Density, Clod","Bulk Density and Water Retention, Pressure-Plate, Clods",DBH2ORET,"SSIR No. 42, version 4, page 104",DbWR1,30,West Virginia University
4,"Bulk Density, Soil Core","Bulk Density and Water Retention, Pressure-Plate, Cores",DBH2ORETCO,"SSIR No. 42, version 4, page 104",3B6,25,University of Kentucky
4,"Bulk Density, Soil Core","Bulk Density and Water Retention, Pressure-Plate, Cores",DBH2ORETCO,"SSIR No. 42, version 4, page 104",3B6,33,The Pennsylvania State University
4,"Bulk Density, Soil Core","Bulk Density and Water Retention, Pressure-Plate, Cores",DBH2ORETCO,"SSIR No. 42, version 4, page 104",3B6,15,Purdue University
4,"Bulk Density, Soil Core","Bulk Density and Water Retention, Pressure-Plate, Cores",DBH2ORETCO,"SSIR No. 42, version 4, page 104",3B6,1,SSL LIMS Version 1.0
4,"Bulk Density, Soil Core","Bulk Density and Water Retention, Pressure-Plate, Cores",DBH2ORETCO,"SSIR No. 42, version 4, page 104",3B6,37,University of Massachusetts 
4,"Bulk Density, Soil Core","Bulk Density and Water Retention, Pressure-Plate, Cores",DBH2ORETCO,"SSIR No. 42, version 4, page 104",3B6,22,The Ohio State University
4,"Bulk Density, Soil Core","Bulk Density and Water Retention, Pressure-Plate, Cores",DBH2ORETCO,"SSIR No. 42, version 4, page 104",3B6,21,Virgina Tech
5,"Bulk Density, Reconstituted","Bulk Density and Water Retention, Reconstituted",DBRECON,"SSIR No. 42, version 4, page 99",3B2,1,SSL LIMS Version 1.0
6,"Bulk Density, Compliant Cavity ","Bulk Density, Compliant Cavity",DBCOMPCAV,"SSIR No. 42, version 4, page 98",3B3,1,SSL LIMS Version 1.0
8,"Bulk Density, Clod, Field State","Bulk Density, Field State",DBFLDSTATE,"SSIR No. 42, version 4, page 75",3B1a,1,SSL LIMS Version 1.0
8,"Bulk Density, Clod, Field State","Bulk Density, Field State",DBFLDSTATE,"SSIR No. 42, version 4, page 75",3B1a,2,NSSL CMS
8,"Bulk Density, Clod, Field State","Bulk Density, Field State",DBFLDSTATE,"SSIR No. 42, version 4, page 75",4A1a,36,North Dakota State University
8,"Bulk Density, Clod, Field State","Bulk Density, Field State",DBFLDSTATE,"SSIR No. 42, version 4, page 75",4A1a,18,Michigan Technological University
9,"Bulk Density, Reconstituted, Moist","Bulk Density, Reconstituted, Moist",DBRECON_M,NULL,DbRec1,1,SSL LIMS Version 1.0
10,"Bulk Density, Clod, Rewet","Bulk Density, Rewet, Clods",DBREWET,"SSIR No. 42, version 4, page 89",3B1d,1,SSL LIMS Version 1.0
10,"Bulk Density, Clod, Rewet","Bulk Density, Rewet, Clods",DBREWET,"SSIR No. 42, version 4, page 89",3B1d,2,NSSL CMS
11,Sample Preparation,Bulk Sample Preparation,BlkSmpPrep,"SSIR No. 42, version 4, page 16",1B,1,SSL LIMS Version 1.0
12,"Calcium Carbonate Equivalent, <2mm","Calcium Carbonate Equivalent, HCl, <2mm",CACO3,"SSIR No. 42, version 4, page 269",4E1a1a1a1,1,SSL LIMS Version 1.0
12,"Calcium Carbonate Equivalent, <2mm","Calcium Carbonate Equivalent, HCl, <2mm",CACO3,"SSIR No. 42, version 4, page 269",4E1a1a1a1,2,NSSL CMS
12,"Calcium Carbonate Equivalent, <2mm","Calcium Carbonate Equivalent, HCl, <2mm",CACO3,"SSIR No. 42, version 4, page 269",6E1h,18,Michigan Technological University
12,"Calcium Carbonate Equivalent, <2mm","Calcium Carbonate Equivalent, HCl, <2mm",CACO3,"SSIR No. 42, version 4, page 269",4E1a1a1a1,26,University of Minnesota
12,"Calcium Carbonate Equivalent, <2mm","Calcium Carbonate Equivalent, HCl, <2mm",CACO3,"SSIR No. 42, version 4, page 269",4E1a1a1a1,40,Iowa State University
13,"Calcium Carbonate Equivalent, 2-20mm","Calcium Carbonate Equivalent, HCl, 2-20mm",CACO3_20,"SSIR No. 42, version 4, page 269",4E1a1a1a2,2,NSSL CMS
13,"Calcium Carbonate Equivalent, 2-20mm","Calcium Carbonate Equivalent, HCl, 2-20mm",CACO3_20,"SSIR No. 42, version 4, page 269",4E1a1a1a2,1,SSL LIMS Version 1.0
14,"Carbon, Total","Carbon, Total",TOTC,"SSIR No. 42, version 4, page 473",6A2e,1,SSL LIMS Version 1.0
14,"Carbon, Total","Carbon, Total",TOTC,"SSIR No. 42, version 4, page 473",6A2e,2,NSSL CMS
15,Acid Oxalate Extract,"Cations, Acid Oxalate Extractable",OXAL,"SSIR No. 42, version 4, page 312",4G2,1,SSL LIMS Version 1.0
15,Acid Oxalate Extract,"Cations, Acid Oxalate Extractable",OXAL,"SSIR No. 42, version 4, page 312",4G2,2,NSSL CMS
16,Dithionite-Citrate Extract,"Cations, Dithionite-Citrate Extractable",DITH,"SSIR No. 42, version 4, page 307",4G1,20,University of California at Davis
16,Dithionite-Citrate Extract,"Cations, Dithionite-Citrate Extractable",DITH,"SSIR No. 42, version 4, page 307",4G1,1,SSL LIMS Version 1.0
16,Dithionite-Citrate Extract,"Cations, Dithionite-Citrate Extractable",DITH,"SSIR No. 42, version 4, page 307",4G1,40,Iowa State University
16,Dithionite-Citrate Extract,"Cations, Dithionite-Citrate Extractable",DITH,"SSIR No. 42, version 4, page 307",4G1,18,Michigan Technological University
17,KCl Extract,"Cations, Potassium Chloride Extractable",KCL,"SSIR No. 42, version 4, page 197",4B3a1a,18,Michigan Technological University
17,KCl Extract,"Cations, Potassium Chloride Extractable",KCL,"SSIR No. 42, version 4, page 197",4B3a1a,1,SSL LIMS Version 1.0
18,Na-Pyrophosphate Extract,"Cations, Pyrophosphate Extractable",PYRO,"SSIR No. 42, version 4, page 317",4G3,1,SSL LIMS Version 1.0
18,Na-Pyrophosphate Extract,"Cations, Pyrophosphate Extractable",PYRO,"SSIR No. 42, version 4, page 317",4G3,18,Michigan Technological University
19,"CEC and Cations, Neutral Salts","CEC and Cations, NH4Cl",CECCL,"SSIR No. 42, version 4, page 181",4B1b1a,1,SSL LIMS Version 1.0
20,"CEC and Cations, Routine","CEC and Cations, NH4OAc",CECNH4,"SSIR No. 42, version 4, page 173",4B1a1,1,SSL LIMS Version 1.0
20,"CEC and Cations, Routine","CEC and Cations, NH4OAc",CECNH4,"SSIR No. 42, version 4, page 173",4B1a1,20,University of California at Davis
20,"CEC and Cations, Routine","CEC and Cations, NH4OAc",CECNH4,"SSIR No. 42, version 4, page 173",4B1a1,24,Kansas State University
20,"CEC and Cations, Routine","CEC and Cations, NH4OAc",CECNH4,"SSIR No. 42, version 4, page 173",4B1a1,19,University of Florida
20,"CEC and Cations, Routine","CEC and Cations, NH4OAc",CECNH4,"SSIR No. 42, version 4, page 173",4B1a1,33,The Pennsylvania State University
20,"CEC and Cations, Routine","CEC and Cations, NH4OAc",CECNH4,"SSIR No. 42, version 4, page 173",4B1a1,17,University of Missouri
20,"CEC and Cations, Routine","CEC and Cations, NH4OAc",CECNH4,"SSIR No. 42, version 4, page 173",4B1a1,18,Michigan Technological University
20,"CEC and Cations, Routine","CEC and Cations, NH4OAc",CECNH4,"SSIR No. 42, version 4, page 173",4B1a1,36,North Dakota State University
20,"CEC and Cations, Routine","CEC and Cations, NH4OAc",CECNH4,"SSIR No. 42, version 4, page 173",4B1a1,26,University of Minnesota
20,"CEC and Cations, Routine","CEC and Cations, NH4OAc",CECNH4,"SSIR No. 42, version 4, page 173",4B1a1,22,The Ohio State University
20,"CEC and Cations, Routine","CEC and Cations, NH4OAc",CECNH4,"SSIR No. 42, version 4, page 173",4B1a1,35,University of Arkansas
20,"CEC and Cations, Routine","CEC and Cations, NH4OAc",CECNH4,"SSIR No. 42, version 4, page 173",4B1a1,40,Iowa State University
21,"Clay Mineralogy, DSC","Differential Scanning Calorimetry, Thermal Analyzer",DSC910S,"SSIR No. 42, version 4, page 410",7A3a,2,NSSL CMS
21,"Clay Mineralogy, DSC","Differential Scanning Calorimetry, Thermal Analyzer",DSC910S,"SSIR No. 42, version 4, page 410",7A3a,1,SSL LIMS Version 1.0
22,"Effervescence, 1N HCl","Effervescence, 1N HCl",EFF_1nhcl,"SSIR No. 42, version 4, page 25",1B1b2d2,1,SSL LIMS Version 1.0
23,"Extractable Acidity, BaCl2-TEA","Extractable Acidity, BaCl2-Triethanolamine, Titration",EXTRACID,"SSIR No. 42, version 4, page 191",4B2a1a1,1,SSL LIMS Version 1.0
23,"Extractable Acidity, BaCl2-TEA","Extractable Acidity, BaCl2-Triethanolamine, Titration",EXTRACID,"SSIR No. 42, version 4, page 191",4B2a1a1,2,NSSL CMS
23,"Extractable Acidity, BaCl2-TEA","Extractable Acidity, BaCl2-Triethanolamine, Titration",EXTRACID,"SSIR No. 42, version 4, page 191",4B2a1a1,33,The Pennsylvania State University
23,"Extractable Acidity, BaCl2-TEA","Extractable Acidity, BaCl2-Triethanolamine, Titration",EXTRACID,"SSIR No. 42, version 4, page 191",4B2a1a1,26,University of Minnesota
23,"Extractable Acidity, BaCl2-TEA","Extractable Acidity, BaCl2-Triethanolamine, Titration",EXTRACID,"SSIR No. 42, version 4, page 191",6H5b,18,Michigan Technological University
24,"Gypsum, <2mm","Gypsum, H2O Extraction, Acetone Precipitation, <2mm",GYPSUM,"SSIR No. 42, version 4, page 273",6F1a,36,North Dakota State University
24,"Gypsum, <2mm","Gypsum, H2O Extraction, Acetone Precipitation, <2mm",GYPSUM,"SSIR No. 42, version 4, page 273",4E2a1a1a1,9,Texas A&M University
24,"Gypsum, <2mm","Gypsum, H2O Extraction, Acetone Precipitation, <2mm",GYPSUM,"SSIR No. 42, version 4, page 273",4E2a1a1a1,2,NSSL CMS
24,"Gypsum, <2mm","Gypsum, H2O Extraction, Acetone Precipitation, <2mm",GYPSUM,"SSIR No. 42, version 4, page 273",4E2a1a1a1,1,SSL LIMS Version 1.0
25,"Gypsum, 2-20mm","Gypsum, H2O Extraction, Acetone Precipitation, 2-20mm",GYP20,"SSIR No. 42, version 4, page 273",4E2a1a1a2,1,SSL LIMS Version 1.0
25,"Gypsum, 2-20mm","Gypsum, H2O Extraction, Acetone Precipitation, 2-20mm",GYP20,"SSIR No. 42, version 4, page 273",4E2a1a1a2,2,NSSL CMS
26,Mineral Content,"Mineral Content, Loss on Ignition",MINIGNITE,"SSIR No. 42, version 4, page 368",5A,1,SSL LIMS Version 1.0
26,Mineral Content,"Mineral Content, Loss on Ignition",MINIGNITE,"SSIR No. 42, version 4, page 368",5A,2,NSSL CMS
27,"Nitrate, KCl Extractable","Nitrate, 1 M KCl Extractable, FIA",NO3KCL,"SSIR No. 42, version 4, page 260",4D9a1a,1,SSL LIMS Version 1.0
28,"Nitrogen, Mineralizable","Nitrogen, Mineralizable",MINT,"SSIR No. 42, version 4, page 388",6B2a1a1,1,SSL LIMS Version 1.0
29,"Nitrogen, Total","Nitrogen, Total",TOTN,"SSIR No. 42, version 4, page 475",6B4a,1,SSL LIMS Version 1.0
29,"Nitrogen, Total","Nitrogen, Total",TOTN,"SSIR No. 42, version 4, page 475",6B4a,2,NSSL CMS
29,"Nitrogen, Total","Nitrogen, Total",TOTN,"SSIR No. 42, version 4, page 475",6B4a,20,University of California at Davis
30,"Optical Analysis, Glass Count","Optical Analysis, Glass Count",OPTICAL_G,"SSIR No. 42, version 4, page 428",7B1a2,2,NSSL CMS
30,"Optical Analysis, Glass Count","Optical Analysis, Glass Count",OPTICAL_G,"SSIR No. 42, version 4, page 428",7B1a2,1,SSL LIMS Version 1.0
31,"Optical Analysis, Full Count","Optical Analysis, Full Grain Count",OPTICAL_F,"SSIR No. 42, version 4, page 428",7B1a2,1,SSL LIMS Version 1.0
31,"Optical Analysis, Full Count","Optical Analysis, Full Grain Count",OPTICAL_F,"SSIR No. 42, version 4, page 428",7B1a2,2,NSSL CMS
31,"Optical Analysis, Full Count","Optical Analysis, Full Grain Count",OPTICAL_F,"SSIR No. 42, version 4, page 428",7B1a2,21,Virgina Tech
32,Fiber Analysis,Organic Fiber Analysis,FIBANAL,"SSIR No. 42, version 4, page 371",5C,2,NSSL CMS
32,Fiber Analysis,Organic Fiber Analysis,FIBANAL,"SSIR No. 42, version 4, page 371",5C,1,SSL LIMS Version 1.0
33,Particle Density <2mm,Particle density <2 mm,pd_l2,"SSIR No. 42, version 4, page 165",3G1a1,1,SSL LIMS Version 1.0
34,Particle Density >2mm,Particle density >2 mm,pd_g2,"SSIR No. 42, version 4, page 165",3G1a2,1,SSL LIMS Version 1.0
34,Particle Density >2mm,Particle density >2 mm,pd_g2,"SSIR No. 42, version 4, page 165",3G1a2,33,The Pennsylvania State University
35,"pH, KCl","pH, 1N KCl",PHKCL,"SSIR No. 42, version 4, page 215",4C1a2a3,25,University of Kentucky
35,"pH, KCl","pH, 1N KCl",PHKCL,"SSIR No. 42, version 4, page 215",4C1a2a3,2,NSSL CMS
35,"pH, KCl","pH, 1N KCl",PHKCL,"SSIR No. 42, version 4, page 215",4C1a2a3,1,SSL LIMS Version 1.0
36,"pH, NaF","pH, 1N NaF",PHNAF,"SSIR No. 42, version 4, page 205",4C1a1a1,1,SSL LIMS Version 1.0
36,"pH, NaF","pH, 1N NaF",PHNAF,"SSIR No. 42, version 4, page 205",4C1a1a1,2,NSSL CMS
36,"pH, NaF","pH, 1N NaF",PHNAF,"SSIR No. 42, version 4, page 205",4C1a1a1,13,University of Idaho
37,"pH, Oxidized","pH, Oxidized",PHOXID,"SSIR No. 42, version 4, page 209",4C1a1a3,1,SSL LIMS Version 1.0
38,"pH, Routine","pH, Routine, 1:1 Water and 1:2 0.01M CaCl2",PHROUT,"SSIR No. 42, version 4, page 213",4C1a2a,1,SSL LIMS Version 1.0
38,"pH, Routine","pH, Routine, 1:1 Water and 1:2 0.01M CaCl2",PHROUT,"SSIR No. 42, version 4, page 213",4C1a2a,30,West Virginia University
38,"pH, Routine","pH, Routine, 1:1 Water and 1:2 0.01M CaCl2",PHROUT,"SSIR No. 42, version 4, page 213",4C1a2a,2,NSSL CMS
38,"pH, Routine","pH, Routine, 1:1 Water and 1:2 0.01M CaCl2",PHROUT,"SSIR No. 42, version 4, page 213",4C1a2a,16,Auburn University
38,"pH, Routine","pH, Routine, 1:1 Water and 1:2 0.01M CaCl2",PHROUT,"SSIR No. 42, version 4, page 213",4C1a2a,15,Purdue University
38,"pH, Routine","pH, Routine, 1:1 Water and 1:2 0.01M CaCl2",PHROUT,"SSIR No. 42, version 4, page 213",4C1a2a,26,University of Minnesota
38,"pH, Routine","pH, Routine, 1:1 Water and 1:2 0.01M CaCl2",PHROUT,"SSIR No. 42, version 4, page 213",4C1a2a,22,The Ohio State University
38,"pH, Routine","pH, Routine, 1:1 Water and 1:2 0.01M CaCl2",PHROUT,"SSIR No. 42, version 4, page 213",4C1a2a,18,Michigan Technological University
38,"pH, Routine","pH, Routine, 1:1 Water and 1:2 0.01M CaCl2",PHROUT,"SSIR No. 42, version 4, page 213",4C1a2a,40,Iowa State University
39,"Phosphate, Water Soluble","Phosphate, Water Soluble",H2OPO4,"SSIR No. 42, version 4, page 226",4D2a1b1,1,SSL LIMS Version 1.0
40,"Phosphorus, Bray 1","Phosphorus, Bray 1",BRAYP,"SSIR No. 42, version 4, page 231",4D3a1,1,SSL LIMS Version 1.0
40,"Phosphorus, Bray 1","Phosphorus, Bray 1",BRAYP,"SSIR No. 42, version 4, page 231",4D3a1,13,University of Idaho
40,"Phosphorus, Bray 1","Phosphorus, Bray 1",BRAYP,"SSIR No. 42, version 4, page 231",4D3,40,Iowa State University
41,"Phosphorus, Bray 2","Phosphorus, Bray 2",BRAY2P,"SSIR No. 42, version 4, page 239",4D4a1,1,SSL LIMS Version 1.0
42,"Phosphorus, Citric Acid Extractable","Phosphorus, Citric Acid Extractable",CITACIDP,"SSIR No. 42, version 4, page 253",4D7a1,1,SSL LIMS Version 1.0
42,"Phosphorus, Citric Acid Extractable","Phosphorus, Citric Acid Extractable",CITACIDP,"SSIR No. 42, version 4, page 253",4D7a1,2,NSSL CMS
43,New Zealand Phosphorus Retention,"Phosphorus, New Zealand P Retention",NZPRET,"SSIR No. 42, version 4, page 257",4D8a1,1,SSL LIMS Version 1.0
44,"Phosphorus, Olsen","Phosphorus, Olsen",OLSENP,"SSIR No. 42, version 4, page 242",4D5a1,1,SSL LIMS Version 1.0
44,"Phosphorus, Olsen","Phosphorus, Olsen",OLSENP,"SSIR No. 42, version 4, page 242",4D5a1,20,University of California at Davis
44,"Phosphorus, Olsen","Phosphorus, Olsen",OLSENP,"SSIR No. 42, version 4, page 242",4D5a1,21,Virgina Tech
45,"PSDA, Dith, Pipet","PSDA, Dith, Pipet",PSDADITH,"SSIR No. 42, version 4, page 46",3A1a3a,1,SSL LIMS Version 1.0
46,"PSDA, Moist, Dith, Pipet","PSDA, Moist, Dith, Pipet",PSDAMDITH,"SSIR No. 42, version 4, page 52",3A1a3b,1,SSL LIMS Version 1.0
47,"PSDA, Moist, NaOAc, Pipet","PSDA, Moist, NaOAc, Pipet",PSDAMNAOAC,"SSIR No. 42, version 4, page 51",3A1a2b,1,SSL LIMS Version 1.0
48,"PSDA, Moist, NaOH, Pipet","PSDA, Moist, NaOH, Pipet",PSDAMNAOH,"SSIR No. 42, version 4, page 53",3A1a4b,1,SSL LIMS Version 1.0
49,"PSDA, Moist, Pipet","PSDA, Moist, Pipet",PSDAMST,"SSIR No. 42, version 4, page 50",3A1a1b,1,SSL LIMS Version 1.0
49,"PSDA, Moist, Pipet","PSDA, Moist, Pipet",PSDAMST,"SSIR No. 42, version 4, page 50",3A1a1b,2,NSSL CMS
50,"PSDA, Moist, Ultrasonic, Pipet","PSDA, Moist, Ultrasonic, Pipet",PSDAMULTRA,"SSIR No. 42, version 4, page 53",3A1a5b,1,SSL LIMS Version 1.0
51,"PSDA, NaOAc, Pipet","PSDA, NaOAc, Pipet",PSDANAOAC,"SSIR No. 42, version 4, page 46",3A1a2a,1,SSL LIMS Version 1.0
51,"PSDA, NaOAc, Pipet","PSDA, NaOAc, Pipet",PSDANAOAC,"SSIR No. 42, version 4, page 46",3A1a2a,2,NSSL CMS
52,"PSDA, NaOH, Pipet","PSDA, NaOH, Pipet",PSDANAOH,"SSIR No. 42, version 4, page 47",3A1a4a,2,NSSL CMS
52,"PSDA, NaOH, Pipet","PSDA, NaOH, Pipet",PSDANAOH,"SSIR No. 42, version 4, page 47",3A1a4a,1,SSL LIMS Version 1.0
53,"PSDA, Air-dry, <2 mm Particles","PSDA, Routine, Pipet",PSDA,"SSIR No. 42, version 4, page 41",3A1a1a,1,SSL LIMS Version 1.0
