TableOnFileGroup,Schema Name,Table Name,COLUMN_NAME2,column_length,Data Element,OrdinalPosition,Data Type,Max Len,Prec,Scale,Identity,NOT NULL,References,Default Value
FG1,dbo,lab_mineralogy_glass_count,Tourmaline_Petro_Count,25,TM_Tourmaline_Petro_Count,156,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Tremolite_Petro_Count,24,TE_Tremolite_Petro_Count,157,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Vermiculite_Petro_Count,26,VR_Vermiculite_Petro_Count,158,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,VC Vermiculite Chlorite Petro Count,35,VC_Vermiculite_Chlorite_Petro_Count,159,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,VH Vermiculite Hydrobiotite Petro Count,39,VH_Vermiculite_Hydrobiotite_Petro_Count,160,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,VM Vermiculite Mica Petro Count,31,VM_Vermiculite_Mica_Petro_Count,161,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Vivianite_Petro_Count,24,VI_Vivianite_Petro_Count,162,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Wavellite_Petro_Count,24,WV_Wavellite_Petro_Count,163,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,AR Weatherable Aggregates Petro Count,37,AR_Weatherable_Aggregates_Petro_Count,164,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,WE Weatherable Mineral petro Count,34,WE_Weatherable_Mineral_petro_Count,165,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Zeolite_Petro_Count,22,ZE_Zeolite_Petro_Count,166,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Zircon_Petro_Count,21,ZR_Zircon_Petro_Count,167,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Zoisite_Petro_Count,22,ZO_Zoisite_Petro_Count,168,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Aegirine_Augite_Petro_Count,30,AI_Aegirine_Augite_Petro_Count,169,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Allophane_Petro_Count,24,AL_Allophane_Petro_Count,170,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Cobaltite_Petro_Count,24,CE_Cobaltite_Petro_Count,171,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Halite_Petro_Count,21,HA_Halite_Petro_Count,172,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,IL Illite Hydromuscovite Petro Count,36,IL_Illite_Hydromuscovite_Petro_Count,173,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Analcime_Petro_Count,23,LC_Analcime_Petro_Count,174,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Lepidocrocite_Petro_Count,28,LE_Lepidocrocite_Petro_Count,175,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Leucite_Petro_Count,22,LI_Leucite_Petro_Count,176,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,MC Montmorillonite Chlorite Petro Count,39,MC_Montmorillonite_Chlorite_Petro_Count,177,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Maghemite_Petro_Count,24,MH_Maghemite_Petro_Count,178,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,MM Montmorillonite Mica Petro Count,35,MM_Montmorillonite_Mica_Petro_Count,179,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,MV Montmorillonite Vermiculite Petro Count,42,MV_Montmorillonite_Vermiculite_Petro_Count,180,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Palagonite_Petro_Count,25,PA_Palagonite_Petro_Count,181,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Palygorskite_Petro_Count,27,PG_Palygorskite_Petro_Count,182,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Scapolite_Petro_Count,24,SC_Scapolite_Petro_Count,183,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Sepiolite_Petro_Count,24,SE_Sepiolite_Petro_Count,184,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Smectite_Petro_Count,23,SM_Smectite_Petro_Count,185,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Tridymite_Petro_Count,24,TD_Tridymite_Petro_Count,186,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Thenardite_Petro_Count,25,TH_Thenardite_Petro_Count,187,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Hypersthene_Petro_Count,26,HY_Hypersthene_Petro_Count,188,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,HS Hydroxy Interlayer Smectite Petro Count,42,HS_Hydroxy_Interlayer_Smectite_Petro_Count,189,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,HV Hydroxy Interlayer Vermiculite Petro Count,45,HV_Hydroxy_Interlayer_Vermiculite_Petro_Count,190,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Pumice_Petro_Count,21,PM_Pumice_Petro_Count,191,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Serpentine_Petro_Count,25,SZ_Serpentine_Petro_Count,192,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Total_Grains_Counted,20,Total_Grains_Counted,193,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Resistant Minerals Total Mineral Soil,37,Resistant_Minerals_Total_Mineral_Soil,194,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Glass Count Mineral Interpretation,34,Glass_Count_Mineral_Interpretation,195,varchar,128,          ,          ,,,,
FG1,dbo,lab_physical_properties,labsampnum,10,labsampnum,1,varchar,10,          ,          ,,,,
FG1,dbo,lab_physical_properties,result_source_key,17,result_source_key,2,int,          ,10,0,,,,
FG1,dbo,lab_physical_properties,prep_code,9,prep_code,3,varchar,64,          ,          ,,,,
FG1,dbo,lab_physical_properties,texture_lab,11,texture_lab,4,varchar,128,          ,          ,,,,
FG1,dbo,lab_physical_properties,particle_size_method,20,particle_size_method,5,varchar,12,          ,          ,,,,
FG1,dbo,lab_physical_properties,clay_total,10,clay_total,6,decimal,          ,10,3,,,,
FG1,dbo,lab_physical_properties,silt_total,10,silt_total,7,decimal,          ,15,3,,,,
FG1,dbo,lab_physical_properties,sand_total,10,sand_total,8,decimal,          ,15,3,,,,
FG1,dbo,lab_physical_properties,clay_fine,9,clay_fine,9,decimal,          ,10,3,,,,
FG1,dbo,lab_physical_properties,clay_caco3,10,clay_caco3,10,decimal,          ,10,3,,,,
FG1,dbo,lab_physical_properties,silt_fine,9,silt_fine,11,decimal,          ,10,3,,,,
FG1,dbo,lab_physical_properties,silt_coarse,11,silt_coarse,12,decimal,          ,15,3,,,,
FG1,dbo,lab_physical_properties,sand_very_fine,14,sand_very_fine,13,decimal,          ,10,3,,,,
FG1,dbo,lab_physical_properties,sand_fine,9,sand_fine,14,decimal,          ,10,3,,,,
FG1,dbo,lab_physical_properties,sand_medium,11,sand_medium,15,decimal,          ,10,3,,,,
FG1,dbo,lab_physical_properties,sand_coarse,11,sand_coarse,16,decimal,          ,10,3,,,,
FG1,dbo,lab_physical_properties,sand_very_coarse,16,sand_very_coarse,17,decimal,          ,10,3,,,,
FG1,dbo,lab_physical_properties,frag_2_5_mm_wt_pct_lt_75,24,frag_2_5_mm_wt_pct_lt_75,18,decimal,          ,10,3,,,,
FG1,dbo,lab_physical_properties,frag__2_20_mm_wt_pct_lt_75,26,frag__2_20_mm_wt_pct_lt_75,19,decimal,          ,10,3,,,,
FG1,dbo,lab_physical_properties,frag_5_20_mm_wt_pct_lt_75,25,frag_5_20_mm_wt_pct_lt_75,20,decimal,          ,10,3,,,,
FG1,dbo,lab_physical_properties,frag_20_75_mm_wt_pct_lt_75,26,frag_20_75_mm_wt_pct_lt_75,21,decimal,          ,10,3,,,,
FG1,dbo,lab_physical_properties,total_frag_wt_pct_gt_2_mm_ws,28,total_frag_wt_pct_gt_2_mm_ws,22,decimal,          ,10,3,,,,
FG1,dbo,lab_physical_properties,pct_1_tenth_to_75_mm,23,wt_pct_1_tenth_to_75_mm,23,decimal,          ,10,3,,,,
FG1,dbo,lab_physical_properties,bulk_density_tenth_bar,22,bulk_density_tenth_bar,24,decimal,          ,10,2,,,,
FG1,dbo,lab_physical_properties,bulk_density_tenth_bar_method,29,bulk_density_tenth_bar_method,25,varchar,12,          ,          ,,,,
FG1,dbo,lab_physical_properties,bulk_density_third_bar,22,bulk_density_third_bar,26,decimal,          ,10,2,,,,
FG1,dbo,lab_physical_properties,bulk_density_third_bar_method,29,bulk_density_third_bar_method,27,varchar,12,          ,          ,,,,
FG1,dbo,lab_physical_properties,bulk_density_oven_dry,21,bulk_density_oven_dry,28,decimal,          ,10,2,,,,
FG1,dbo,lab_physical_properties,bulk_density_oven_dry_method,28,bulk_density_oven_dry_method,29,varchar,12,          ,          ,,,,
FG1,dbo,lab_physical_properties,bulk_density_lt_2_mm_air_dry,28,bulk_density_lt_2_mm_air_dry,30,decimal,          ,10,2,,,,
FG1,dbo,lab_physical_properties,bulk_density_air_dry_method,27,bulk_density_air_dry_method,31,varchar,12,          ,          ,,,,
FG1,dbo,lab_physical_properties,third_bar_lt2_reconstituted,30,bd_third_bar_lt2_reconstituted,32,decimal,          ,10,2,,,,
FG1,dbo,lab_physical_properties,bd thirdbar reconstituted method,32,bd_thirdbar_reconstituted_method,33,varchar,12,          ,          ,,,,
FG1,dbo,lab_physical_properties,bulk_den_ovendry_reconstituted,30,bulk_den_ovendry_reconstituted,34,decimal,          ,10,2,,,,
FG1,dbo,lab_physical_properties,bulk_de_odreconstituted_method,30,bulk_de_odreconstituted_method,35,varchar,12,          ,          ,,,,
FG1,dbo,lab_physical_properties,bulk_density_field_moist,24,bulk_density_field_moist,36,decimal,          ,11,3,,,,
FG1,dbo,lab_physical_properties,bulk_density_field_moist_metho,30,bulk_density_field_moist_metho,37,varchar,12,          ,          ,,,,
FG1,dbo,lab_physical_properties,particle_density_less_than_2mm,30,particle_density_less_than_2mm,38,decimal,          ,11,3,,,,
FG1,dbo,lab_physical_properties,particle_density_lt_2mm_method,30,particle_density_lt_2mm_method,39,varchar,12,          ,          ,,,,
FG1,dbo,lab_physical_properties,particle_density_gt_2_mm,24,particle_density_gt_2_mm,40,decimal,          ,11,3,,,,
FG1,dbo,lab_physical_properties,particle_density_gt_2mm_method,30,particle_density_gt_2mm_method,41,varchar,12,          ,          ,,,,
FG1,dbo,lab_physical_properties,cole_whole_soil,15,cole_whole_soil,42,decimal,          ,11,3,,,,
FG1,dbo,lab_physical_properties,cole_whole_soil_method,22,cole_whole_soil_method,43,varchar,12,          ,          ,,,,
FG1,dbo,lab_physical_properties,third_fifteen_lt2_mm,23,le_third_fifteen_lt2_mm,44,decimal,          ,10,3,,,,
FG1,dbo,lab_physical_properties,third_fifteen_lt2_metho,26,le_third_fifteen_lt2_metho,45,varchar,12,          ,          ,,,,
FG1,dbo,lab_physical_properties,third_ovendry_lt_2_mm,24,le_third_ovendry_lt_2_mm,46,decimal,          ,10,3,,,,
FG1,dbo,lab_physical_properties,third_ovendry_lt_2_mm_metho,30,le_third_ovendry_lt_2_mm_metho,47,varchar,12,          ,          ,,,,
FG1,dbo,lab_physical_properties,field_moist_to_oben_dry,26,le_field_moist_to_oben_dry,48,decimal,          ,10,3,,,,
FG1,dbo,lab_physical_properties,fm_to_od_method,18,le_fm_to_od_method,49,varchar,12,          ,          ,,,,
FG1,dbo,lab_physical_properties,water_retention_0_bar_sieve,27,water_retention_0_bar_sieve,50,decimal,          ,10,3,,,,
FG1,dbo,lab_physical_properties,water_retention_0_bar_method,28,water_retention_0_bar_method,51,varchar,12,          ,          ,,,,
FG1,dbo,lab_physical_properties,water_retention_6_hundredths,28,water_retention_6_hundredths,52,decimal,          ,10,3,,,,
FG1,dbo,lab_physical_properties,water_retention_6_hund_method,29,water_retention_6_hund_method,53,varchar,12,          ,          ,,,,
FG1,dbo,lab_physical_properties,water_retention_10th_bar,24,water_retention_10th_bar,54,decimal,          ,10,3,,,,
FG1,dbo,lab_physical_properties,water_retention_10th_bar_meth,29,water_retention_10th_bar_meth,55,varchar,12,          ,          ,,,,
FG1,dbo,lab_physical_properties,water_retention_third_bar,25,water_retention_third_bar,56,decimal,          ,10,3,,,,
FG1,dbo,lab_physical_properties,water_retention_thirdbar_metho,30,water_retention_thirdbar_metho,57,varchar,12,          ,          ,,,,
FG1,dbo,lab_physical_properties,water_retention_1_bar,21,water_retention_1_bar,58,decimal,          ,10,3,,,,
FG1,dbo,lab_physical_properties,water_retention_1_bar_method,28,water_retention_1_bar_method,59,varchar,12,          ,          ,,,,
FG1,dbo,lab_physical_properties,water_retention_2_bar,21,water_retention_2_bar,60,decimal,          ,10,3,,,,
FG1,dbo,lab_physical_properties,water_retention_2_bar_method,28,water_retention_2_bar_method,61,varchar,12,          ,          ,,,,
FG1,dbo,lab_physical_properties,water_retention_3_bar_sieve,27,water_retention_3_bar_sieve,62,decimal,          ,10,3,,,,
FG1,dbo,lab_physical_properties,water_retention_3_bar_method,28,water_retention_3_bar_method,63,varchar,12,          ,          ,,,,
FG1,dbo,lab_physical_properties,water_retention_5_bar_sieve,27,water_retention_5_bar_sieve,64,decimal,          ,10,3,,,,
FG1,dbo,lab_physical_properties,water_retention_5_bar_method,28,water_retention_5_bar_method,65,varchar,12,          ,          ,,,,
FG1,dbo,lab_physical_properties,water_retention_15_bar,22,water_retention_15_bar,66,decimal,          ,10,3,,,,
FG1,dbo,lab_physical_properties,water_retention_15_bar_method,29,water_retention_15_bar_method,67,varchar,12,          ,          ,,,,
FG1,dbo,lab_physical_properties,water_retention_field_state,27,water_retention_field_state,68,decimal,          ,10,3,,,,
FG1,dbo,lab_physical_properties,water_retention_field_state_me,30,water_retention_field_state_me,69,varchar,12,          ,          ,,,,
FG1,dbo,lab_physical_properties,airdry_ovendry_ratio,20,airdry_ovendry_ratio,70,decimal,          ,10,3,,,,
FG1,dbo,lab_physical_properties,atterberg_liquid_limit,22,atterberg_liquid_limit,71,varchar,128,          ,          ,,,,
FG1,dbo,lab_physical_properties,atterberg_liquid_limit_method,29,atterberg_liquid_limit_method,72,varchar,12,          ,          ,,,,
FG1,dbo,lab_physical_properties,atterberg_plasticity_index,26,atterberg_plasticity_index,73,varchar,128,          ,          ,,,,
FG1,dbo,lab_physical_properties,plastic_limit,13,plastic_limit,74,varchar,128,          ,          ,,,,
FG1,dbo,lab_physical_properties,plastic_limit_method,20,plastic_limit_method,75,varchar,12,          ,          ,,,,
FG1,dbo,lab_physical_properties,aggregate_stability_05_2_mm,27,aggregate_stability_05_2_mm,76,decimal,          ,15,3,,,,
FG1,dbo,lab_physical_properties,aggregate_stability_05_2_metho,30,aggregate_stability_05_2_metho,77,varchar,12,          ,          ,,,,
FG1,dbo,lab_physical_properties,to_clay_third_bar_to_ovendr,30,le_to_clay_third_bar_to_ovendr,78,decimal,          ,15,3,,,,
FG1,dbo,lab_physical_properties,water_15_bar_to_clay_ratio,26,water_15_bar_to_clay_ratio,79,decimal,          ,15,3,,,,
FG1,dbo,lab_physical_properties,cec7_clay_ratio,15,cec7_clay_ratio,80,decimal,          ,15,3,,,,
FG1,dbo,lab_physical_properties,effective_cec_to_clay_ratio,27,effective_cec_to_clay_ratio,81,decimal,          ,15,3,,,,
FG1,dbo,lab_physical_properties,psda_ethanol_dispersion_method,30,psda_ethanol_dispersion_method,82,varchar,12,          ,          ,,,,
FG1,dbo,lab_physical_properties,sand_total_ethanol_dispersible,30,sand_total_ethanol_dispersible,83,decimal,          ,15,3,,,,
FG1,dbo,lab_physical_properties,silt_total_ethanol_dispersible,30,silt_total_ethanol_dispersible,84,decimal,          ,15,3,,,,
FG1,dbo,lab_physical_properties,clay_total_ethanol_dispersible,30,clay_total_ethanol_dispersible,85,decimal,          ,10,3,,,,
FG1,dbo,lab_physical_properties,sand_very_fine_ethanol_dispers,30,sand_very_fine_ethanol_dispers,86,decimal,          ,10,3,,,,
FG1,dbo,lab_physical_properties,sand_fine_ethanol_dispersible,29,sand_fine_ethanol_dispersible,87,decimal,          ,10,3,,,,
FG1,dbo,lab_physical_properties,sand_medium_ethanol_dispersibl,30,sand_medium_ethanol_dispersibl,88,decimal,          ,10,3,,,,
FG1,dbo,lab_physical_properties,sand_coarse_ethanol_dispersibl,30,sand_coarse_ethanol_dispersibl,89,decimal,          ,10,3,,,,
FG1,dbo,lab_physical_properties,sand_very_coarse_ethanol_disp,29,sand_very_coarse_ethanol_disp,90,decimal,          ,10,3,,,,
FG1,dbo,lab_physical_properties,water dispersible fraction method,33,water_dispersible_fraction_method,91,varchar,12,          ,          ,,,,
FG1,dbo,lab_physical_properties,clay_tot_h2o_dispersible,24,clay_tot_h2o_dispersible,92,decimal,          ,10,3,,,,
FG1,dbo,lab_physical_properties,clay_fine_h2o_dispersible,25,clay_fine_h2o_dispersible,93,decimal,          ,10,3,,,,
FG1,dbo,lab_physical_properties,clay_co3_h2o_dispersible,24,clay_co3_h2o_dispersible,94,decimal,          ,10,3,,,,
FG1,dbo,lab_physical_properties,silt_total_h2o_dispersible,26,silt_total_h2o_dispersible,95,decimal,          ,15,3,,,,
FG1,dbo,lab_physical_properties,silt_fine_h2o_dispersible,25,silt_fine_h2o_dispersible,96,decimal,          ,10,3,,,,
FG1,dbo,lab_physical_properties,silt_coarse_h2o_dispersible,27,silt_coarse_h2o_dispersible,97,decimal,          ,15,3,,,,
FG1,dbo,lab_physical_properties,sand_total_h2o_dispersible,26,sand_total_h2o_dispersible,98,decimal,          ,15,3,,,,
FG1,dbo,lab_physical_properties,sand_vf_h2o_dispersible,23,sand_vf_h2o_dispersible,99,decimal,          ,10,3,,,,
FG1,dbo,lab_physical_properties,sand_fine_h2o_dispersible,25,sand_fine_h2o_dispersible,100,decimal,          ,10,3,,,,
FG1,dbo,lab_physical_properties,sand_medium_h2o_dispersible,27,sand_medium_h2o_dispersible,101,decimal,          ,10,3,,,,
FG1,dbo,lab_physical_properties,sand_coarse_h2o_dispersible,27,sand_coarse_h2o_dispersible,102,decimal,          ,10,3,,,,
FG1,dbo,lab_physical_properties,sand_vc_h2o_dispersible,23,sand_vc_h2o_dispersible,103,decimal,          ,10,3,,,,
FG1,dbo,lab_physical_properties,color_pyrophosphate_extract,27,color_pyrophosphate_extract,104,varchar,128,          ,          ,,,,
FG1,dbo,lab_physical_properties,color_pyrophosphate_method,26,color_pyrophosphate_method,105,varchar,12,          ,          ,,,,
FG1,dbo,lab_physical_properties,thirdbar_before_rewet_organ,30,bd_thirdbar_before_rewet_organ,106,decimal,          ,10,3,,,,
FG1,dbo,lab_physical_properties,before_rewet_organic_method,30,bd_before_rewet_organic_method,107,varchar,12,          ,          ,,,,
FG1,dbo,lab_physical_properties,thirdbar_rewet_organic_soil,30,bd_thirdbar_rewet_organic_soil,108,decimal,          ,10,3,,,,
FG1,dbo,lab_physical_properties,third_rewet_organic_method,29,bd_third_rewet_organic_method,109,varchar,12,          ,          ,,,,
FG1,dbo,lab_physical_properties,bulk_den_rewet_oven_dry,23,bulk_den_rewet_oven_dry,110,decimal,          ,11,3,,,,
FG1,dbo,lab_physical_properties,bulk_den_rewet_oven_dry_method,30,bulk_den_rewet_oven_dry_method,111,varchar,12,          ,          ,,,,
FG1,dbo,lab_physical_properties,mineral_content_loss_on_igniti,30,mineral_content_loss_on_igniti,112,decimal,          ,10,3,,,,
FG1,dbo,lab_physical_properties,mineral_content_loi_method,26,mineral_content_loi_method,113,varchar,12,          ,          ,,,,
FG1,dbo,lab_physical_properties,estimated_organic_matter,24,estimated_organic_matter,114,decimal,          ,15,3,,,,
FG1,dbo,lab_physical_properties,estimated_om_plus_mineral,25,estimated_om_plus_mineral,115,decimal,          ,15,3,,,,
FG1,dbo,lab_physical_properties,fiber_analysis_method,21,fiber_analysis_method,116,varchar,12,          ,          ,,,,
FG1,dbo,lab_physical_properties,fiber_unrubbed,14,fiber_unrubbed,117,decimal,          ,10,3,,,,
FG1,dbo,lab_physical_properties,fiber_rubbed,12,fiber_rubbed,118,decimal,          ,10,3,,,,
FG1,dbo,lab_physical_properties,decomposition_state,19,decomposition_state,119,varchar,128,          ,          ,,,,
FG1,dbo,lab_physical_properties,limnic_material_type,20,limnic_material_type,120,varchar,128,          ,          ,,,,
PRIMARY,dbo,lab_webmap,wmiid,5,wmiid,1,int,          ,10,0,Y,NOT NULL,,
PRIMARY,dbo,lab_webmap,Series,6,Series,2,varchar,80,          ,          ,,,,
PRIMARY,dbo,lab_webmap,User_Pedon_ID,13,User_Pedon_ID,3,varchar,40,          ,          ,,,,
PRIMARY,dbo,lab_webmap,Pedon_Key,9,Pedon_Key,4,int,          ,10,0,,NOT NULL,,
PRIMARY,dbo,lab_webmap,peiid,5,peiid,5,int,          ,10,0,,,,
PRIMARY,dbo,lab_webmap,Soil_Classification,19,Soil_Classification,6,nvarchar,1000,          ,          ,,,,
PRIMARY,dbo,lab_webmap,Primary_Lab_Report,18,Primary_Lab_Report,7,nvarchar,1000,          ,          ,,,,
PRIMARY,dbo,lab_webmap,Taxonomy_Report,15,Taxonomy_Report,8,nvarchar,1000,          ,          ,,,,
PRIMARY,dbo,lab_webmap,Supplementary_Lab_Report,24,Supplementary_Lab_Report,9,nvarchar,1000,          ,          ,,,,
PRIMARY,dbo,lab_webmap,Water_Retention_Report,22,Water_Retention_Report,10,nvarchar,1000,          ,          ,,,,
PRIMARY,dbo,lab_webmap,Correlation_Report,18,Correlation_Report,11,nvarchar,1000,          ,          ,,,,
PRIMARY,dbo,lab_webmap,Pedon_Description_Report,24,Pedon_Description_Report,12,nvarchar,1000,          ,          ,,,,
PRIMARY,dbo,lab_webmap,Soil_Profile,12,Soil_Profile,13,nvarchar,1000,          ,          ,,,,
PRIMARY,dbo,lab_webmap,Soil_Web,8,Soil_Web,14,nvarchar,1000,          ,          ,,,,
PRIMARY,dbo,lab_webmap,lat,3,lat,15,decimal,          ,12,9,,,,
PRIMARY,dbo,lab_webmap,long,4,long,16,decimal,          ,12,9,,,,
PRIMARY,dbo,lab_webmap,latlong,7,latlong,17,geometry,-1,          ,          ,,,,
FG1,dbo,lab_xray_and_thermal,labsampnum,10,labsampnum,1,varchar,10,          ,          ,,NOT NULL,,
FG1,dbo,lab_xray_and_thermal,result_source_key,17,result_source_key,2,int,          ,10,0,,,,
FG1,dbo,lab_xray_and_thermal,prep_code,9,prep_code,3,varchar,64,          ,          ,,,,
FG1,dbo,lab_xray_and_thermal,analyzed_size_frac,18,analyzed_size_frac,4,varchar,128,          ,          ,,,,
FG1,dbo,lab_xray_and_thermal,X_Ray_Method,12,X_Ray_Method,5,varchar,12,          ,          ,,,,
FG1,dbo,lab_xray_and_thermal,Amphibole_X_Ray,18,AM_Amphibole_X_Ray,6,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Anacime_X_Ray,16,LC_Anacime_X_Ray,7,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Anatase_X_Ray,16,AE_Anatase_X_Ray,8,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Antigoite_X_Ray,18,AG_Antigoite_X_Ray,9,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Aragonite_X_Ray,18,AO_Aragonite_X_Ray,10,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Biotite_X_Ray,16,BT_Biotite_X_Ray,11,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Biotite_Chlorite_X_Ray,25,BC_Biotite_Chlorite_X_Ray,12,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Brucite_X_Ray,16,BR_Brucite_X_Ray,13,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Calcite_X_Ray,16,CA_Calcite_X_Ray,14,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Chlorite_X_Ray,17,CL_Chlorite_X_Ray,15,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Chlorite_Mica_X_Ray,22,CM_Chlorite_Mica_X_Ray,16,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Cristobalite_X_Ray,21,CR_Cristobalite_X_Ray,17,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Dolomite_X_Ray,17,DL_Dolomite_X_Ray,18,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Enstatite_X_Ray,18,EN_Enstatite_X_Ray,19,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Feldspar_X_Ray,17,FD_Feldspar_X_Ray,20,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Gibbsite_X_Ray,17,GI_Gibbsite_X_Ray,21,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Glauconite_X_Ray,19,GL_Glauconite_X_Ray,22,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Geothite_X_Ray,17,GE_Geothite_X_Ray,23,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Gypsum_X_Ray,15,GY_Gypsum_X_Ray,24,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Halloysite_X_Ray,19,KH_Halloysite_X_Ray,25,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Hematite_X_Ray,17,HE_Hematite_X_Ray,26,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Hornblende_X_Ray,19,HN_Hornblende_X_Ray,27,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Hydrobiotite_X_Ray,21,HB_Hydrobiotite_X_Ray,28,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Illite_Hydromuscovite_X_Ray,30,IL_Illite_Hydromuscovite_X_Ray,29,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Kaolinite_X_Ray,18,KK_Kaolinite_X_Ray,30,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Labradorite_X_Ray,20,FL_Labradorite_X_Ray,31,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Lepidocrocite_X_Ray,22,LE_Lepidocrocite_X_Ray,32,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Maghemite_X_Ray,18,MH_Maghemite_X_Ray,33,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Magnetite_X_Ray,18,MG_Magnetite_X_Ray,34,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Mica_X_Ray,13,MI_Mica_X_Ray,35,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Montmorillonite_X_Ray,24,MT_Montmorillonite_X_Ray,36,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,MC Montmorillonite Chlorite X Ray,33,MC_Montmorillonite_Chlorite_X_Ray,37,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Montmorillonite_Mica_X_Ray,29,MM_Montmorillonite_Mica_X_Ray,38,numeric,          ,18,0,,,,
